year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,4,27,610,615,-5,835,842,-7,DL,1743,N306DQ,JFK,ATL,113,760,6,15,2013-04-27 06:00:00
2013,8,29,951,955,-4,1218,1213,5,9E,4060,N8948B,LGA,DAY,91,549,9,55,2013-08-29 09:00:00
2013,6,13,2140,2000,100,127,2234,173,DL,1147,N938DL,LGA,ATL,106,762,20,0,2013-06-13 20:00:00
2013,5,13,754,800,-6,951,1013,-22,EV,4462,N12175,EWR,OMA,158,1134,8,0,2013-05-13 08:00:00
2013,7,2,1545,1524,21,1827,1825,2,UA,996,N520UA,EWR,SFO,311,2565,15,24,2013-07-02 15:00:00
2013,7,24,2109,2055,14,2,2324,38,EV,4351,N11548,EWR,JAX,121,820,20,55,2013-07-24 20:00:00
2013,12,7,1434,1440,-6,1704,1714,-10,9E,2918,N915XJ,JFK,IND,124,665,14,40,2013-12-07 14:00:00
2013,5,12,1515,1525,-10,1723,1730,-7,MQ,4579,N546MQ,LGA,CLT,98,544,15,25,2013-05-12 15:00:00
2013,8,18,2057,2059,-2,17,2358,19,B6,523,N763JB,JFK,LAX,314,2475,20,59,2013-08-18 20:00:00
2013,10,31,1456,1500,-4,1633,1634,-1,UA,685,N805UA,LGA,ORD,123,733,15,0,2013-10-31 15:00:00
2013,4,2,1551,1600,-9,1843,1901,-18,B6,369,N562JB,LGA,PBI,148,1035,16,0,2013-04-02 16:00:00
2013,7,16,NA,755,NA,NA,915,NA,MQ,3709,N3AEMQ,EWR,ORD,NA,719,7,55,2013-07-16 07:00:00
2013,8,12,856,900,-4,1034,1024,10,US,2173,N760US,LGA,DCA,45,214,9,0,2013-08-12 09:00:00
2013,11,22,2019,2025,-6,2302,2335,-33,UA,426,N810UA,EWR,MIA,144,1085,20,25,2013-11-22 20:00:00
2013,1,10,1156,1200,-4,1303,1305,-2,US,2126,N949UW,LGA,BOS,35,184,12,0,2013-01-10 12:00:00
2013,11,18,1310,1310,0,1550,1557,-7,UA,1641,N13110,EWR,MCO,144,937,13,10,2013-11-18 13:00:00
2013,3,31,637,640,-3,744,753,-9,B6,1305,N298JB,JFK,IAD,46,228,6,40,2013-03-31 06:00:00
2013,1,10,858,900,-2,1142,1159,-17,B6,59,N657JB,JFK,TPA,144,1005,9,0,2013-01-10 09:00:00
2013,3,5,703,655,8,1021,1022,-1,DL,1415,N618DL,JFK,SLC,283,1990,6,55,2013-03-05 06:00:00
2013,5,23,NA,1856,NA,NA,2150,NA,UA,1456,NA,LGA,IAH,NA,1416,18,56,2013-05-23 18:00:00
2013,6,26,1352,1305,47,1450,1425,25,WN,165,N407WN,EWR,BNA,106,748,13,5,2013-06-26 13:00:00
2013,6,14,2125,2000,85,2320,2225,55,MQ,3662,N8EGMQ,LGA,ATL,95,762,20,0,2013-06-14 20:00:00
2013,9,14,756,800,-4,1006,1025,-19,DL,2047,N688DL,LGA,ATL,101,762,8,0,2013-09-14 08:00:00
2013,1,16,1151,1000,111,1515,1323,112,UA,1515,N33203,EWR,SEA,365,2402,10,0,2013-01-16 10:00:00
2013,12,13,746,745,1,927,933,-6,9E,2935,N600LR,JFK,PIT,72,340,7,45,2013-12-13 07:00:00
2013,4,10,1757,1729,28,2158,2105,53,VX,193,N838VA,EWR,SFO,381,2565,17,29,2013-04-10 17:00:00
2013,1,30,1907,1735,92,2049,1925,84,WN,408,N424WN,LGA,BNA,140,764,17,35,2013-01-30 17:00:00
2013,4,6,840,830,10,1151,1150,1,UA,161,N57852,EWR,LAX,335,2454,8,30,2013-04-06 08:00:00
2013,10,18,1341,1345,-4,1652,1633,19,B6,581,N821JB,JFK,HOU,228,1428,13,45,2013-10-18 13:00:00
2013,8,30,1555,1600,-5,1851,1938,-47,DL,141,N709TW,JFK,SFO,325,2586,16,0,2013-08-30 16:00:00
2013,4,8,1522,1525,-3,1704,1730,-26,MQ,4579,N539MQ,LGA,CLT,81,544,15,25,2013-04-08 15:00:00
2013,5,23,1109,1115,-6,1509,1341,88,UA,405,N449UA,LGA,DEN,224,1620,11,15,2013-05-23 11:00:00
2013,11,12,635,630,5,937,923,14,UA,596,N482UA,EWR,TPA,153,997,6,30,2013-11-12 06:00:00
2013,3,7,2048,1652,236,2151,1806,225,B6,1176,N266JB,EWR,BOS,41,200,16,52,2013-03-07 16:00:00
2013,8,30,1002,936,26,1200,1150,10,EV,4495,N11535,EWR,SAV,100,708,9,36,2013-08-30 09:00:00
2013,1,16,1734,1730,4,1948,1923,25,US,449,N667AW,EWR,CLT,107,529,17,30,2013-01-16 17:00:00
2013,1,12,810,815,-5,1056,1118,-22,DL,1429,N3738B,JFK,LAS,315,2248,8,15,2013-01-12 08:00:00
2013,6,10,702,705,-3,956,1004,-8,UA,1496,N25705,EWR,SNA,319,2434,7,5,2013-06-10 07:00:00
2013,3,15,804,810,-6,912,925,-13,AA,1838,N3GAAA,JFK,BOS,36,187,8,10,2013-03-15 08:00:00
2013,3,24,1516,1510,6,1742,1655,47,MQ,4447,N722MQ,LGA,RDU,89,431,15,10,2013-03-24 15:00:00
2013,7,26,1936,1905,31,2104,2045,19,WN,542,N275WN,LGA,MKE,103,738,19,5,2013-07-26 19:00:00
2013,1,2,600,600,0,747,735,12,UA,1280,N62631,LGA,ORD,125,733,6,0,2013-01-02 06:00:00
2013,8,3,1155,1200,-5,1332,1340,-8,EV,5680,N11547,EWR,CMH,76,463,12,0,2013-08-03 12:00:00
2013,12,28,1526,1529,-3,1725,1732,-7,EV,4572,N13956,EWR,GSP,97,594,15,29,2013-12-28 15:00:00
2013,2,28,1953,2000,-7,2141,2207,-26,EV,4536,N12195,EWR,CVG,86,569,20,0,2013-02-28 20:00:00
2013,9,17,1322,1329,-7,1447,1509,-22,AA,331,N425AA,LGA,ORD,106,733,13,29,2013-09-17 13:00:00
2013,8,24,2010,1606,244,2237,1909,208,B6,283,N559JB,JFK,MCO,123,944,16,6,2013-08-24 16:00:00
2013,3,7,1657,1558,59,1759,1728,31,B6,12,N346JB,JFK,SYR,43,209,15,58,2013-03-07 15:00:00
2013,2,4,1443,1447,-4,1541,1557,-16,UA,1207,N14228,EWR,BOS,41,200,14,47,2013-02-04 14:00:00
2013,3,9,603,610,-7,838,915,-37,AA,1837,N3ASAA,LGA,MIA,135,1096,6,10,2013-03-09 06:00:00
2013,1,11,1937,1940,-3,2227,2240,-13,AA,1787,N3DWAA,JFK,TPA,142,1005,19,40,2013-01-11 19:00:00
2013,4,23,1058,1100,-2,1226,1218,8,EV,4106,N16919,EWR,BNA,113,748,11,0,2013-04-23 11:00:00
2013,12,23,2059,2101,-2,2354,2346,8,B6,499,N519JB,LGA,MCO,150,950,21,1,2013-12-23 21:00:00
2013,6,12,1001,1005,-4,1121,1120,1,MQ,3611,N537MQ,EWR,ORD,117,719,10,5,2013-06-12 10:00:00
2013,1,11,1354,1355,-1,1655,1708,-13,DL,2079,N330NW,LGA,FLL,157,1076,13,55,2013-01-11 13:00:00
2013,3,20,1708,1659,9,1821,1821,0,EV,4272,N12136,EWR,RIC,57,277,16,59,2013-03-20 16:00:00
2013,6,25,1739,1605,94,2101,1916,105,DL,706,N3758Y,JFK,AUS,189,1521,16,5,2013-06-25 16:00:00
2013,3,19,1159,1200,-1,1314,1315,-1,9E,3483,N937XJ,JFK,BOS,41,187,12,0,2013-03-19 12:00:00
2013,8,2,810,756,14,953,930,23,EV,4125,N12957,EWR,GSO,71,445,7,56,2013-08-02 07:00:00
2013,2,25,614,620,-6,738,757,-19,B6,905,N304JB,JFK,ORD,127,740,6,20,2013-02-25 06:00:00
2013,4,2,1749,1740,9,2048,2044,4,DL,1629,N3773D,JFK,LAS,308,2248,17,40,2013-04-02 17:00:00
2013,11,28,1456,1459,-3,1730,1751,-21,DL,1773,N372DA,JFK,LAS,310,2248,14,59,2013-11-28 14:00:00
2013,9,2,901,910,-9,1018,1055,-37,AA,313,N456AA,LGA,ORD,113,733,9,10,2013-09-02 09:00:00
2013,2,5,1540,1545,-5,1834,1857,-23,UA,1200,N73283,EWR,SAN,339,2425,15,45,2013-02-05 15:00:00
2013,8,4,1815,1627,108,1958,1813,105,EV,5940,N14116,EWR,RDU,68,416,16,27,2013-08-04 16:00:00
2013,1,26,1327,1330,-3,1609,1617,-8,B6,525,N316JB,EWR,MCO,138,937,13,30,2013-01-26 13:00:00
2013,4,3,949,1000,-11,1326,1334,-8,DL,1765,N705TW,JFK,SFO,362,2586,10,0,2013-04-03 10:00:00
2013,7,23,1025,905,80,1336,1225,71,DL,874,N301NB,LGA,MIA,160,1096,9,5,2013-07-23 09:00:00
2013,12,14,1830,1730,60,2045,1914,91,B6,1185,N324JB,JFK,RDU,81,427,17,30,2013-12-14 17:00:00
2013,4,1,940,950,-10,1237,1252,-15,B6,503,N789JB,EWR,FLL,159,1065,9,50,2013-04-01 09:00:00
2013,8,30,1300,1300,0,1410,1434,-24,UA,514,N834UA,LGA,ORD,111,733,13,0,2013-08-30 13:00:00
2013,8,21,627,630,-3,830,837,-7,EV,4393,N21537,EWR,IND,93,645,6,30,2013-08-21 06:00:00
2013,12,31,750,756,-6,1007,1018,-11,EV,4407,N14179,EWR,OMA,181,1134,7,56,2013-12-31 07:00:00
2013,4,3,717,725,-8,1033,1029,4,UA,1550,N76265,LGA,IAH,233,1416,7,25,2013-04-03 07:00:00
2013,4,3,1319,1326,-7,1536,1515,21,EV,4628,N14570,EWR,STL,167,872,13,26,2013-04-03 13:00:00
2013,9,11,2004,2000,4,2113,2114,-1,US,2162,N955UW,LGA,BOS,43,184,20,0,2013-09-11 20:00:00
2013,7,6,1046,1055,-9,1328,1345,-17,DL,1275,N397DA,JFK,SLC,259,1990,10,55,2013-07-06 10:00:00
2013,6,16,1223,1214,9,1438,1453,-15,UA,1496,N68453,EWR,IAH,179,1400,12,14,2013-06-16 12:00:00
2013,1,22,1408,1350,18,1559,1545,14,MQ,4577,N3AEMQ,LGA,CLT,95,544,13,50,2013-01-22 13:00:00
2013,6,5,746,755,-9,857,910,-13,MQ,4418,N840MQ,JFK,DCA,46,213,7,55,2013-06-05 07:00:00
2013,4,23,1628,1630,-2,1909,1853,16,FL,716,N977AT,LGA,ATL,109,762,16,30,2013-04-23 16:00:00
2013,5,16,719,725,-6,1012,1040,-28,AA,443,N336AA,JFK,MIA,144,1089,7,25,2013-05-16 07:00:00
2013,10,17,1555,1555,0,1814,1828,-14,DL,1705,N373NW,LGA,MSY,172,1183,15,55,2013-10-17 15:00:00
2013,7,26,1120,1125,-5,1224,1235,-11,B6,34,N334JB,JFK,BTV,44,266,11,25,2013-07-26 11:00:00
2013,11,18,2006,2018,-12,2346,2313,33,B6,153,N834JB,JFK,PBI,147,1028,20,18,2013-11-18 20:00:00
2013,9,21,2010,2015,-5,2152,2144,8,B6,702,N229JB,JFK,BUF,55,301,20,15,2013-09-21 20:00:00
2013,3,15,751,800,-9,939,1004,-25,B6,1273,N192JB,JFK,CHS,86,636,8,0,2013-03-15 08:00:00
2013,7,22,951,1000,-9,1130,1133,-3,UA,673,N807UA,LGA,ORD,113,733,10,0,2013-07-22 10:00:00
2013,10,21,744,749,-5,942,946,-4,EV,4246,N14950,EWR,DTW,90,488,7,49,2013-10-21 07:00:00
2013,6,16,1500,1459,1,1732,1737,-5,DL,451,N557NW,LGA,ATL,108,762,14,59,2013-06-16 14:00:00
2013,3,30,942,950,-8,1036,1101,-25,9E,3739,N8980A,JFK,PHL,34,94,9,50,2013-03-30 09:00:00
2013,1,6,617,615,2,826,817,9,US,819,N749US,JFK,CLT,95,541,6,15,2013-01-06 06:00:00
2013,10,21,1000,1000,0,1256,1306,-10,UA,1735,N73259,EWR,LAX,335,2454,10,0,2013-10-21 10:00:00
2013,7,22,557,600,-3,719,725,-6,UA,635,N427UA,LGA,ORD,110,733,6,0,2013-07-22 06:00:00
2013,10,21,1546,1540,6,1733,1651,42,US,1714,N766US,LGA,PHL,50,96,15,40,2013-10-21 15:00:00
2013,9,9,716,725,-9,756,822,-26,EV,6062,N13903,EWR,BDL,22,116,7,25,2013-09-09 07:00:00
2013,1,4,1706,1636,30,2003,1943,20,B6,143,N809JB,JFK,PBI,154,1028,16,36,2013-01-04 16:00:00
2013,4,8,1848,1855,-7,2034,2056,-22,US,1491,N557UW,LGA,CLT,82,544,18,55,2013-04-08 18:00:00
2013,1,2,1529,1515,14,1709,1700,9,MQ,4333,N636MQ,JFK,PIT,71,340,15,15,2013-01-02 15:00:00
2013,12,28,619,625,-6,743,735,8,B6,2180,N284JB,EWR,BOS,42,200,6,25,2013-12-28 06:00:00
2013,5,7,1453,1500,-7,1614,1645,-31,AA,341,N487AA,LGA,ORD,107,733,15,0,2013-05-07 15:00:00
2013,8,10,1026,1030,-4,1340,1350,-10,VX,23,N628VA,JFK,SFO,354,2586,10,30,2013-08-10 10:00:00
2013,4,11,755,759,-4,1022,1032,-10,DL,2047,N666DN,LGA,ATL,106,762,7,59,2013-04-11 07:00:00
2013,2,21,1724,1730,-6,2046,2036,10,UA,1220,N38727,EWR,DFW,239,1372,17,30,2013-02-21 17:00:00
2013,12,8,700,700,0,833,836,-3,UA,331,N430UA,LGA,ORD,133,733,7,0,2013-12-08 07:00:00
2013,4,8,1557,1600,-3,1710,1720,-10,US,2181,N714US,LGA,DCA,43,214,16,0,2013-04-08 16:00:00
2013,9,9,1343,1345,-2,1522,1520,2,MQ,3305,N532MQ,LGA,RDU,65,431,13,45,2013-09-09 13:00:00
2013,7,21,1523,1529,-6,1810,1840,-30,UA,469,N434UA,EWR,SEA,326,2402,15,29,2013-07-21 15:00:00
2013,3,12,1118,1120,-2,1251,1302,-11,EV,5273,N754EV,LGA,PIT,61,335,11,20,2013-03-12 11:00:00
2013,6,24,1105,1110,-5,1352,1413,-21,DL,1875,N361NW,LGA,TPA,137,1010,11,10,2013-06-24 11:00:00
2013,11,19,1220,1215,5,1433,1445,-12,WN,332,N460WN,EWR,DEN,233,1605,12,15,2013-11-19 12:00:00
2013,4,20,1029,1030,-1,1339,1340,-1,AA,19,N332AA,JFK,LAX,336,2475,10,30,2013-04-20 10:00:00
2013,8,4,1133,1120,13,1427,1417,10,B6,1129,N517JB,JFK,RSW,152,1074,11,20,2013-08-04 11:00:00
2013,8,1,1624,1300,204,1911,1540,211,AA,1841,N566AA,EWR,DFW,184,1372,13,0,2013-08-01 13:00:00
2013,12,1,1720,1700,20,2026,2020,6,AA,172,N5DVAA,EWR,MIA,148,1085,17,0,2013-12-01 17:00:00
2013,7,17,1622,1543,39,1936,1909,27,DL,31,N379DA,JFK,SLC,244,1990,15,43,2013-07-17 15:00:00
2013,9,11,1428,1432,-4,1533,1559,-26,EV,5713,N828AS,LGA,IAD,47,229,14,32,2013-09-11 14:00:00
2013,3,12,1935,1935,0,2249,2316,-27,B6,645,N789JB,JFK,SFO,338,2586,19,35,2013-03-12 19:00:00
2013,12,19,1940,1940,0,2231,2243,-12,B6,1271,N570JB,LGA,FLL,143,1076,19,40,2013-12-19 19:00:00
2013,7,30,1232,1230,2,1457,1520,-23,WN,40,N797MX,LGA,HOU,180,1428,12,30,2013-07-30 12:00:00
2013,9,12,1850,1845,5,2349,2210,99,AA,177,N327AA,JFK,SFO,344,2586,18,45,2013-09-12 18:00:00
2013,8,20,935,940,-5,1144,1212,-28,9E,4065,N8847A,LGA,SDF,101,659,9,40,2013-08-20 09:00:00
2013,8,4,1418,1420,-2,1617,1620,-3,MQ,3588,N505MQ,LGA,MSP,158,1020,14,20,2013-08-04 14:00:00
2013,10,27,1055,1030,25,1335,1324,11,B6,925,N505JB,JFK,TPA,138,1005,10,30,2013-10-27 10:00:00
2013,6,8,1910,1910,0,2202,2240,-38,AA,21,N336AA,JFK,LAX,329,2475,19,10,2013-06-08 19:00:00
2013,9,24,1632,1635,-3,1931,1951,-20,B6,1801,N662JB,JFK,FLL,153,1069,16,35,2013-09-24 16:00:00
2013,7,31,630,632,-2,836,841,-5,EV,4122,N26549,EWR,SDF,103,642,6,32,2013-07-31 06:00:00
2013,10,18,2057,2035,22,2354,2341,13,UA,1039,N77431,EWR,FLL,149,1065,20,35,2013-10-18 20:00:00
2013,8,3,1104,1116,-12,1354,1405,-11,UA,703,N525UA,JFK,LAX,336,2475,11,16,2013-08-03 11:00:00
2013,2,27,1319,1300,19,1545,1537,8,DL,781,N603DL,LGA,ATL,123,762,13,0,2013-02-27 13:00:00
2013,7,1,634,635,-1,755,745,10,EV,4241,N11155,EWR,DCA,57,199,6,35,2013-07-01 06:00:00
2013,4,8,1102,1108,-6,1402,1412,-10,B6,673,N637JB,JFK,LAX,342,2475,11,8,2013-04-08 11:00:00
2013,6,27,1950,1800,110,2348,1950,238,MQ,3526,N0EGMQ,LGA,CMH,69,479,18,0,2013-06-27 18:00:00
2013,5,23,1157,1200,-3,1445,1458,-13,DL,863,N721TW,JFK,LAX,321,2475,12,0,2013-05-23 12:00:00
2013,7,28,1152,1200,-8,1314,1315,-1,EV,5844,N13968,EWR,ROC,42,246,12,0,2013-07-28 12:00:00
2013,11,22,857,900,-3,1240,1235,5,UA,504,N555UA,JFK,SFO,384,2586,9,0,2013-11-22 09:00:00
2013,10,6,1330,1325,5,1536,1545,-9,F9,507,N214FR,LGA,DEN,218,1620,13,25,2013-10-06 13:00:00
2013,11,18,1455,1505,-10,1645,1655,-10,MQ,3391,N832MQ,LGA,CMH,85,479,15,5,2013-11-18 15:00:00
2013,9,25,841,830,11,1148,1122,26,UA,443,N510UA,JFK,LAX,327,2475,8,30,2013-09-25 08:00:00
2013,9,26,2001,1940,21,2108,2100,8,EV,5714,N830AS,JFK,IAD,46,228,19,40,2013-09-26 19:00:00
2013,2,7,1012,1023,-11,1306,1255,11,FL,347,N968AT,LGA,ATL,132,762,10,23,2013-02-07 10:00:00
2013,3,14,1501,1500,1,1820,1825,-5,AA,1925,N3JHAA,LGA,MIA,162,1096,15,0,2013-03-14 15:00:00
2013,3,12,756,751,5,1007,959,8,EV,4532,N17196,EWR,CHS,106,628,7,51,2013-03-12 07:00:00
2013,9,15,1039,1045,-6,1157,1202,-5,B6,2602,N216JB,JFK,BUF,58,301,10,45,2013-09-15 10:00:00
2013,7,12,712,715,-3,858,935,-37,UA,699,N839UA,EWR,PHX,260,2133,7,15,2013-07-12 07:00:00
2013,7,31,1625,1630,-5,1854,1930,-36,AA,881,N3BDAA,JFK,DFW,178,1391,16,30,2013-07-31 16:00:00
2013,1,29,1348,1350,-2,1703,1715,-12,US,688,N648AW,EWR,PHX,298,2133,13,50,2013-01-29 13:00:00
2013,4,9,1939,1930,9,2053,2050,3,EV,5714,N826AS,JFK,IAD,48,228,19,30,2013-04-09 19:00:00
2013,2,8,NA,1720,NA,NA,2040,NA,AA,1999,N619AA,EWR,MIA,NA,1085,17,20,2013-02-08 17:00:00
2013,3,21,704,700,4,953,958,-5,UA,1627,N73299,EWR,PBI,146,1023,7,0,2013-03-21 07:00:00
2013,9,19,2100,2050,10,2355,7,-12,UA,471,N585UA,EWR,SFO,326,2565,20,50,2013-09-19 20:00:00
2013,10,8,1921,1859,22,2150,2159,-9,UA,1259,N16732,LGA,IAH,184,1416,18,59,2013-10-08 18:00:00
2013,7,6,922,925,-3,1201,1220,-19,VX,407,N641VA,JFK,LAX,313,2475,9,25,2013-07-06 09:00:00
2013,8,8,900,900,0,1220,1156,24,DL,120,N713TW,JFK,LAX,324,2475,9,0,2013-08-08 09:00:00
2013,8,24,1313,1300,13,1420,1425,-5,UA,1734,N17139,EWR,ORD,104,719,13,0,2013-08-24 13:00:00
2013,5,31,1847,1845,2,2120,2156,-36,DL,2391,N942DL,JFK,TPA,132,1005,18,45,2013-05-31 18:00:00
2013,3,11,1441,1410,31,1735,1703,32,B6,1161,N526JB,LGA,PBI,144,1035,14,10,2013-03-11 14:00:00
2013,10,16,1051,1100,-9,1246,1309,-23,DL,2452,N332NB,LGA,DTW,82,502,11,0,2013-10-16 11:00:00
2013,8,23,754,800,-6,1040,1101,-21,DL,2190,N3740C,JFK,MIA,138,1089,8,0,2013-08-23 08:00:00
2013,11,6,1430,1432,-2,1735,1759,-24,UA,1120,N12114,EWR,SFO,347,2565,14,32,2013-11-06 14:00:00
2013,8,19,1734,1725,9,2028,2045,-17,AA,221,N5EXAA,JFK,MIA,148,1089,17,25,2013-08-19 17:00:00
2013,12,3,1358,1244,74,1509,1357,72,EV,4633,N14920,EWR,BTV,48,266,12,44,2013-12-03 12:00:00
2013,2,4,1129,1129,0,1413,1418,-5,B6,523,N564JB,EWR,MCO,144,937,11,29,2013-02-04 11:00:00
2013,11,18,1644,1650,-6,1947,2002,-15,B6,89,N607JB,JFK,SAN,341,2446,16,50,2013-11-18 16:00:00
2013,11,23,1540,1540,0,1724,1715,9,UA,527,N829UA,EWR,CLE,79,404,15,40,2013-11-23 15:00:00
2013,9,24,655,700,-5,1010,1023,-13,UA,347,N588UA,JFK,SFO,343,2586,7,0,2013-09-24 07:00:00
2013,10,28,1139,1144,-5,1410,1429,-19,UA,1519,N33103,EWR,MCO,133,937,11,44,2013-10-28 11:00:00
2013,7,3,2248,1910,218,2,2056,186,EV,5038,N604QX,LGA,BHM,118,866,19,10,2013-07-03 19:00:00
2013,11,15,1736,1725,11,2030,2028,2,UA,212,N491UA,EWR,IAH,208,1400,17,25,2013-11-15 17:00:00
2013,3,19,1124,945,99,1257,1125,92,WN,1809,N625SW,LGA,MKE,108,738,9,45,2013-03-19 09:00:00
2013,6,4,717,730,-13,1016,1045,-29,VX,183,N849VA,EWR,SFO,342,2565,7,30,2013-06-04 07:00:00
2013,8,28,1510,1429,41,1850,1830,20,B6,703,N807JB,JFK,SJU,185,1598,14,29,2013-08-28 14:00:00
2013,11,11,556,600,-4,846,905,-19,AA,1175,N3HJAA,LGA,MIA,152,1096,6,0,2013-11-11 06:00:00
2013,9,19,1951,1930,21,2049,2050,-1,EV,5714,N828AS,JFK,IAD,39,228,19,30,2013-09-19 19:00:00
2013,6,19,1823,1820,3,2150,2141,9,DL,83,N902DE,JFK,MIA,153,1089,18,20,2013-06-19 18:00:00
2013,4,23,1614,1455,79,1811,1640,91,MQ,4172,N699MQ,JFK,CLE,75,425,14,55,2013-04-23 14:00:00
2013,12,14,646,650,-4,949,955,-6,AA,2493,N5CNAA,JFK,MCO,151,944,6,50,2013-12-14 06:00:00
2013,6,11,1438,1440,-2,1613,1630,-17,MQ,4429,N713MQ,LGA,CMH,74,479,14,40,2013-06-11 14:00:00
2013,5,23,735,735,0,934,1005,-31,WN,2870,N208WN,LGA,DEN,216,1620,7,35,2013-05-23 07:00:00
2013,12,13,717,710,7,858,840,18,B6,2702,N768JB,JFK,BUF,62,301,7,10,2013-12-13 07:00:00
2013,2,19,1619,1550,29,2106,2050,16,AA,1635,N623AA,JFK,SJU,187,1598,15,50,2013-02-19 15:00:00
2013,7,23,2047,1759,168,2324,2106,138,DL,1585,N970DL,LGA,MCO,129,950,17,59,2013-07-23 17:00:00
2013,1,26,1101,929,92,1536,1427,69,B6,215,N510JB,EWR,SJU,196,1608,9,29,2013-01-26 09:00:00
2013,3,8,NA,1630,NA,NA,1737,NA,EV,4299,N14204,EWR,DCA,NA,199,16,30,2013-03-08 16:00:00
2013,5,2,1611,1600,11,1807,1833,-26,9E,3315,N937XJ,JFK,MSP,138,1029,16,0,2013-05-02 16:00:00
2013,2,7,1539,1540,-1,1913,1900,13,UA,161,N19117,JFK,LAX,358,2475,15,40,2013-02-07 15:00:00
2013,6,30,1444,1445,-1,1756,1642,74,9E,3318,N933XJ,JFK,BUF,54,301,14,45,2013-06-30 14:00:00
2013,10,19,1500,1505,-5,1746,1803,-17,DL,2181,N913DL,LGA,MCO,142,950,15,5,2013-10-19 15:00:00
2013,11,16,1901,1815,46,2058,2039,19,9E,2923,N935XJ,JFK,MSP,148,1029,18,15,2013-11-16 18:00:00
2013,4,1,2148,2100,48,2336,2246,50,EV,4672,N13978,EWR,STL,147,872,21,0,2013-04-01 21:00:00
2013,9,14,829,835,-6,1042,1100,-18,MQ,3419,N522MQ,LGA,ATL,103,762,8,35,2013-09-14 08:00:00
2013,5,2,1604,1610,-6,1755,1751,4,9E,3410,N909XJ,JFK,BOS,48,187,16,10,2013-05-02 16:00:00
2013,1,30,1725,1725,0,2057,2050,7,UA,512,N510UA,JFK,SFO,354,2586,17,25,2013-01-30 17:00:00
2013,9,8,1418,1420,-2,1601,1553,8,FL,721,N954AT,LGA,CAK,58,397,14,20,2013-09-08 14:00:00
2013,12,27,1446,1445,1,1628,1648,-20,EV,5373,N720EV,LGA,GSO,78,461,14,45,2013-12-27 14:00:00
2013,12,3,1701,1705,-4,1908,1909,-1,US,894,N554UW,LGA,CLT,86,544,17,5,2013-12-03 17:00:00
2013,9,12,846,850,-4,1124,1045,39,MQ,3407,N501MQ,LGA,CMH,77,479,8,50,2013-09-12 08:00:00
2013,8,29,829,830,-1,1117,1130,-13,UA,443,N588UA,JFK,LAX,312,2475,8,30,2013-08-29 08:00:00
2013,8,2,1930,1930,0,2232,2239,-7,DL,1854,N378NW,LGA,FLL,148,1076,19,30,2013-08-02 19:00:00
2013,7,28,701,700,1,836,835,1,WN,1696,N618WN,EWR,STL,129,872,7,0,2013-07-28 07:00:00
2013,12,7,1559,1600,-1,1729,1725,4,WN,1403,N219WN,LGA,MDW,131,725,16,0,2013-12-07 16:00:00
2013,1,5,2025,2025,0,2359,2341,18,B6,1069,N274JB,JFK,AUS,255,1521,20,25,2013-01-05 20:00:00
2013,12,23,911,915,-4,1157,1202,-5,9E,4065,N8914A,LGA,SDF,127,659,9,15,2013-12-23 09:00:00
2013,4,17,726,730,-4,1039,1050,-11,AA,33,N323AA,JFK,LAX,343,2475,7,30,2013-04-17 07:00:00
2013,9,23,1814,1810,4,1955,1955,0,MQ,3526,N519MQ,LGA,CMH,70,479,18,10,2013-09-23 18:00:00
2013,10,15,755,755,0,901,910,-9,MQ,3370,N812MQ,JFK,DCA,38,213,7,55,2013-10-15 07:00:00
2013,7,28,1712,1545,87,2014,1906,68,DL,1982,N929DL,LGA,MIA,148,1096,15,45,2013-07-28 15:00:00
2013,5,25,1844,1815,29,2047,2039,8,9E,3691,N8883E,JFK,CHS,85,636,18,15,2013-05-25 18:00:00
2013,6,28,1702,1700,2,1959,1938,21,DL,1499,N335NW,LGA,ATL,127,762,17,0,2013-06-28 17:00:00
2013,10,10,1812,1729,43,2057,2032,25,UA,1078,N14231,EWR,SAT,207,1569,17,29,2013-10-10 17:00:00
2013,6,21,1827,1830,-3,2020,2038,-18,DL,2131,N333NB,LGA,DTW,75,502,18,30,2013-06-21 18:00:00
2013,8,21,751,800,-9,1052,1104,-12,B6,1511,N537JB,EWR,RSW,154,1068,8,0,2013-08-21 08:00:00
2013,8,15,1046,1036,10,1259,1255,4,UA,701,N553UA,EWR,LAS,290,2227,10,36,2013-08-15 10:00:00
2013,3,15,826,735,51,945,918,27,EV,3809,N13123,EWR,GSO,63,445,7,35,2013-03-15 07:00:00
2013,11,5,1520,1522,-2,1845,1855,-10,UA,1246,N77431,EWR,SFO,360,2565,15,22,2013-11-05 15:00:00
2013,8,4,1453,1459,-6,1709,1737,-28,DL,451,N932DL,LGA,ATL,102,762,14,59,2013-08-04 14:00:00
2013,10,8,655,700,-5,951,1005,-14,UA,482,N430UA,EWR,FLL,156,1065,7,0,2013-10-08 07:00:00
2013,6,10,803,806,-3,1045,1109,-24,UA,1223,N39450,EWR,LAX,318,2454,8,6,2013-06-10 08:00:00
2013,4,2,1113,1115,-2,1345,1341,4,UA,1737,N87531,LGA,DEN,248,1620,11,15,2013-04-02 11:00:00
